sentiment-bertmulti,sentiment-textblob,sentiment-vader
5.0,0.0,0.0
2.0,0.0,-0.4588
2.0,0.0,0.0
2.0,0.0,0.0
3.0,0.4,0.0
2.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.4939
3.0,0.0,0.0
1.0,0.0,0.0
5.0,0.0,-0.128
5.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,-0.0644
5.0,0.0,0.0
4.0,0.0,0.0
4.0,0.0,0.0
4.0,0.0,0.0
2.0,0.0,-0.2023
3.0,0.0,0.0
5.0,0.0,-0.128
4.0,0.0,-0.25
4.0,0.0,0.0
5.0,0.0,0.0
2.0,0.5,-0.25
2.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,-0.3182
3.0,0.5,0.8807
3.0,0.0,-0.2003
5.0,0.0,-0.128
3.0,0.25,-0.128
5.0,0.2,0.0
3.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
2.0,0.25,0.0
5.0,0.0,0.0
2.0,0.0,0.0
1.0,0.6,-0.128
2.0,0.0,-0.4588
2.0,0.0,0.0
5.0,0.0,-0.128
5.0,0.0,-0.128
3.0,0.5,-0.128
5.0,0.0,0.0
3.0,0.0,0.1779
3.0,0.45,-0.5574
2.0,0.21875,-0.3348
2.0,0.26666666666666666,-0.128
5.0,0.5,-0.5423
2.0,0.0,-0.2003
4.0,0.0,0.0
2.0,0.3,0.0
2.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,-0.5423
2.0,0.0,-0.6124
2.0,0.0,-0.128
3.0,0.0,-0.4588
5.0,0.0,0.0
2.0,0.3166666666666667,-0.3818
4.0,1.0,0.5719
5.0,0.0,0.0
5.0,0.0,-0.128
3.0,0.0,0.0
5.0,0.0,-0.2003
1.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
5.0,0.16666666666666666,-0.7339
2.0,0.0,0.0
3.0,0.0,0.4215
2.0,0.5,0.2211
3.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
3.0,0.2583333333333333,0.0
2.0,0.0,0.0
2.0,0.5,0.0
4.0,0.0,0.5423
3.0,0.0,0.2732
3.0,0.625,-0.7424
5.0,0.0,-0.5093
3.0,0.625,-0.1007
5.0,0.5,0.0
2.0,0.16666666666666666,-0.128
2.0,0.5,0.0
3.0,0.5,0.34
2.0,0.0,-0.4767
3.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
3.0,-0.5,-0.2732
5.0,0.5,-0.128
2.0,0.5,0.4588
5.0,0.5,0.0
5.0,0.5,0.0
2.0,0.03333333333333333,0.0
2.0,0.5,0.0
2.0,0.5,0.0
2.0,0.0,0.0
4.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
2.0,0.5,0.0
3.0,0.5,0.0
1.0,0.0,0.0
2.0,0.55,0.4588
2.0,0.0,-0.128
2.0,0.0,-0.3818
2.0,-0.5,-0.7096
3.0,0.5,0.0
1.0,0.5,0.0
3.0,0.0,0.0
1.0,0.5,0.0
2.0,0.0,-0.25
2.0,0.0,-0.25
2.0,0.5,0.0
3.0,0.0,0.0
1.0,0.0,-0.4588
2.0,-1.0,-0.5859
2.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
5.0,0.0,-0.25
1.0,0.0,0.0
5.0,0.5,-0.128
5.0,0.0,0.0
5.0,0.5,0.0
5.0,0.0,-0.128
1.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,-0.2732
3.0,0.0,0.0
3.0,0.0,-0.128
3.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
2.0,0.0,0.3612
2.0,0.0,0.2263
2.0,0.0,-0.128
4.0,0.0,0.0
1.0,0.0,0.0
5.0,0.25,-0.128
3.0,0.0,0.0
4.0,0.0,0.0
4.0,0.5,0.4588
5.0,0.0,-0.128
5.0,0.0,0.0
2.0,0.0,-0.128
5.0,0.0,0.5994
5.0,0.0,0.0
4.0,0.5,0.0
3.0,0.0,-0.4588
5.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
5.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
3.0,0.0,0.0
3.0,0.16666666666666666,0.0
1.0,0.0,0.0
2.0,0.0,-0.128
5.0,0.0,0.0
1.0,0.16666666666666666,-0.3612
3.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
3.0,0.0,-0.555
3.0,0.0,0.0
5.0,0.16666666666666666,0.0
1.0,0.0,-0.128
3.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
5.0,-0.1,-0.25
2.0,0.0,-0.4588
3.0,0.0,-0.5423
5.0,0.25,0.0
1.0,0.0,-0.4215
1.0,0.0,0.0
1.0,0.0,0.0516
5.0,0.5,-0.3818
1.0,0.0,-0.4404
5.0,0.0,0.0
2.0,0.5,0.4588
5.0,0.0,-0.6808
1.0,0.0,0.0
2.0,-0.6666666666666666,0.0
2.0,0.0,0.0
2.0,0.6,0.4019
4.0,0.0,0.296
3.0,0.0,-0.3612
2.0,0.0,0.0
1.0,-0.6666666666666666,-0.5848
2.0,0.0,-0.7269
5.0,0.0,0.0
2.0,-0.15,-0.85
5.0,0.2,-0.4588
5.0,0.0,0.0
5.0,0.0,-0.1531
5.0,0.0,0.0
3.0,0.0,0.0
5.0,0.4,-0.4199
5.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
2.0,-0.21666666666666662,-0.5848
4.0,0.0,0.0
5.0,0.0,0.2263
2.0,0.0,-0.25
5.0,0.0,-0.128
5.0,0.0,-0.5267
5.0,0.0,0.0
2.0,0.0,-0.34
2.0,0.0,0.0
2.0,0.0,0.0
1.0,0.5,-0.6705
3.0,0.0,0.0
2.0,0.0,-0.5719
3.0,0.0,-0.3818
3.0,0.21428571428571427,0.2732
2.0,0.0,0.0
5.0,0.0,-0.4588
1.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
5.0,0.5625,-0.5848
1.0,0.06666666666666667,0.4588
2.0,0.21428571428571427,0.1531
5.0,0.0,0.0
3.0,0.4,0.3612
2.0,0.16666666666666666,-0.128
2.0,0.0,0.4404
2.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,-0.555
3.0,0.0,-0.2732
5.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
2.0,0.0,0.0
